,Search,Title,Location,Company,Salary,Summary,Post_Date,Link
525,Business Analytics Specialist,Salesforce Marketing Cloud Solutions Consultant,Melbourne VIC,Tryzens,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=46d7065081fac4b1&fccid=2e43d32519dd8fbe&vjs=3
526,Business Analytics Specialist,Full Stack Software Engineer - Cyber Security Products - Rem...,Melbourne VIC,Real Time Australia,"$100,000 a year",None,13 days ago,https://www.indeed.com/rc/clk?jk=49ba05e8870fbe4f&fccid=542e555dfd32e297&vjs=3
527,Business Analytics Specialist,Digital Account Manager | SEO SEM SMM / Richmond /,Melbourne VIC,FRG Technology Consulting,"$90,000 a year",None,22 days ago,https://www.indeed.com/rc/clk?jk=744aa11b1cbe7be1&fccid=79a4f894c1383f39&vjs=3
528,Business Analytics Specialist,Performance Account Manager | Award winning agency in Richmo...,Melbourne VIC,FRG Technology Consulting,"$65,000 - $80,000 a year",None,30+ days ago,https://www.indeed.com/rc/clk?jk=e533e60246f5bc3d&fccid=79a4f894c1383f39&vjs=3
529,Business Data Analyst,Data Engineer - Business Owners,Melbourne VIC,ANZ Banking Group,None,None,6 days ago,https://www.indeed.com/rc/clk?jk=82fb1bd1cbc70397&fccid=82e2c70af47d511b&vjs=3
530,Business Data Analyst,Senior Data Engineer,Parkville VIC,Murdoch Childrens Research Institute,None,None,6 days ago,https://www.indeed.com/rc/clk?jk=af36aa466c179795&fccid=936b29a9c6fa4576&vjs=3
531,Business Data Analyst,Senior Cloud Engineer,Melbourne City Centre VIC,Department of Justice and Community Safety,"$120,692 - $161,511 a year",None,1 day ago,https://www.indeed.com/rc/clk?jk=2a4c37b838d8a18b&fccid=4a4f11207655e7b8&vjs=3
532,Business Data Analyst,Senior Cloud Engineer,Melbourne VIC,Victorian Government,"$120,692 - $161,511 a year",None,1 day ago,https://www.indeed.com/rc/clk?jk=4811cf3378634b88&fccid=1818d10a60db56b4&vjs=3
533,Business Data Analyst,Level 3 Engineer- MS Teams/Skype,Melbourne VIC,Optus,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=88dab508dd1f10ac&fccid=312c42bfb3b98b50&vjs=3
534,Business Data Analyst,Security Engineer (Security Information and Event Management...,Melbourne VIC,Thales Group,None,None,9 days ago,https://www.indeed.com/rc/clk?jk=91f1bea6d4683d8a&fccid=b920aab5fd60595d&vjs=3
535,Business Data Analyst,Senior IT Support Engineer,Southbank VIC,Intercontinental Exchange,None,None,21 days ago,https://www.indeed.com/rc/clk?jk=1e48a1ffe46a9578&fccid=306f81e1483f7d82&vjs=3
536,Business Data Analyst,"Analytics, Solution Engineer",Melbourne VIC,Salesforce,None,None,15 days ago,https://www.indeed.com/rc/clk?jk=ffc4e20420e19ba1&fccid=4027cfd917e1ee29&vjs=3
537,Business Data Analyst,Enterprise Senior Systems Engineer,Melbourne VIC,Juniper Networks,None,None,22 days ago,https://www.indeed.com/rc/clk?jk=0890c44108e16649&fccid=e9e363d6332bc1cd&vjs=3
538,Business Data Analyst,Senior Performance Engineer (mobile),Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=819dccba6a07bf90&fccid=ad7d1489eb2ecef6&vjs=3
539,Customer Service Operations Analyst,IT Helpdesk Analyst,Melbourne VIC,Robert Half,$32 an hour,None,30+ days ago,https://www.indeed.com/rc/clk?jk=b8ab69252867f8fe&fccid=bc2f0862932e35da&vjs=3
540,Customer Service Operations Analyst,Threat Response Analyst,Melbourne VIC,Mimecast Services Limited,None,None,20 days ago,https://www.indeed.com/rc/clk?jk=9e5aa43df91c28fe&fccid=abbada07c18fd4be&vjs=3
541,Customer Service Operations Analyst,Threat Response Analyst,Melbourne VIC,Mimecast Services Limited,None,None,20 days ago,https://www.indeed.com/rc/clk?jk=3fcdf931e539f215&fccid=abbada07c18fd4be&vjs=3
542,Customer Service Operations Analyst,SharePoint Support Engineer (Operational),Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=6ce55e513c618ed7&fccid=ad7d1489eb2ecef6&vjs=3
543,Customer Service Operations Analyst,Senior Java Full Stack Lead Developer,Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=cae60f8db3ded555&fccid=ad7d1489eb2ecef6&vjs=3
544,Customer Service Operations Analyst,Senior Java Full Stack Lead Developer,Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=10f7d0adaef20125&fccid=ad7d1489eb2ecef6&vjs=3
545,Customer Service Operations Analyst,Security Analyst,Melbourne VIC,eCreators,"$70,000 - $80,000 a year",None,15 days ago,https://www.indeed.com/company/eCreators/jobs/Security-Analyst-cdc8f6ebaa146900?fccid=bcdf510526c2c00f&vjs=3
546,Customer Service Operations Analyst,Service Desk Analyst - Fixed Term,Melbourne VIC,Datacom,"$45,000 - $55,000 a year",None,30+ days ago,https://www.indeed.com/rc/clk?jk=5ce10c92a93d498a&fccid=3a563d9c403ac485&vjs=3
547,Customer Service Operations Analyst,Application Support Analyst,Melbourne VIC,Milestone IT,None,None,22 days ago,https://www.indeed.com/rc/clk?jk=d2b202bd9902fa45&fccid=a1981174903a7c67&vjs=3
548,Customer Service Operations Analyst,Network Engineer,Melbourne VIC,Balance Recruitment,None,None,21 days ago,https://www.indeed.com/rc/clk?jk=01fd8fd4fb7eed96&fccid=86fd58bb45436ba3&vjs=3
549,Data Analyst,Senior Fraud Analyst,Melbourne VIC,ANZ Banking Group,None,None,7 days ago,https://www.indeed.com/rc/clk?jk=b87cf48f074699f8&fccid=82e2c70af47d511b&vjs=3
550,Data Analyst,Data Scientist,Melbourne VIC,Capgemini Australia,None,None,14 days ago,https://www.indeed.com/rc/clk?jk=0c2d3a17518ed60d&fccid=105ecfd0283f415f&vjs=3
551,Data Analyst,Data Security Engineer,Melbourne VIC,ANZ Banking Group,None,None,10 days ago,https://www.indeed.com/rc/clk?jk=9a1aee17c3dfb511&fccid=82e2c70af47d511b&vjs=3
552,Data Analyst,Data Scientist - NLP/ Machine Learning/Artificial Intelligen...,Melbourne VIC,Oracle,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=bedef7f67b6cc9de&fccid=cd22d01053af7669&vjs=3
553,Data Analyst,Data Scientist - NLP/ Machine Learning/Artificial Intelligen...,Melbourne VIC,Oracle,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=68534934b90a0ab5&fccid=cd22d01053af7669&vjs=3
554,Data Analyst,Project Reporting Officer,Melbourne VIC,Torii,$500 a day,None,1 day ago,https://www.indeed.com/rc/clk?jk=4c76f9f55d262302&fccid=1cf8cba0b835211a&vjs=3
555,Data Analyst,Data Scientist,Melbourne VIC,Equifax,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=4cc69406bd33d698&fccid=34c446722f3cf576&vjs=3
556,Data Analyst,Logistics and Supply Chain Analyst,Melbourne VIC,Michael Page,None,None,2 days ago,https://www.indeed.com/rc/clk?jk=670970b51d39c94f&fccid=77087bd1709a8148&vjs=3
557,Data Analyst,QC Chemistry Analyst,Melbourne VIC,Michael Page,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=23d8e34a7927a6da&fccid=77087bd1709a8148&vjs=3
558,Data Analyst,Senior Data Scientist,Melbourne VIC,Deloitte,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=0720196d439deff3&fccid=9e215d88a6b33622&vjs=3
559,Data Analyst,IBM Research/Data Scientist - AI for Neurological Health,Melbourne VIC,IBM,"$90,300 a year",None,30+ days ago,https://www.indeed.com/rc/clk?jk=e0eb09cba853f8cb&fccid=de71a49b535e21cb&vjs=3
560,Data Analyst,Senior Security Analyst,Melbourne VIC,Robert Walters,None,None,Today,https://www.indeed.com/rc/clk?jk=64332d83f9262cba&fccid=f01c2f55ec3054bf&vjs=3
561,Data Analyst,Data Scientist - Expressions of Interest,Melbourne VIC,Australia Wide Personnel Group,None,None,9 days ago,https://www.indeed.com/rc/clk?jk=077ce2f563b5c8fd&fccid=3a908277da64a94a&vjs=3
562,Data Analyst,Data Scientist - Expressions of Interest,Melbourne VIC,Australia Wide Personnel Group,None,None,9 days ago,https://www.indeed.com/rc/clk?jk=ffb7726b1da02d5f&fccid=3a908277da64a94a&vjs=3
563,Data Analyst,Financial Analyst - Immediate Start,Melbourne VIC,Michael Page,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=10cabcc6512dc071&fccid=77087bd1709a8148&vjs=3
564,Data Analyst,Policy Analysts,Melbourne VIC,HOBAN Recruitment,None,None,Today,https://www.indeed.com/rc/clk?jk=25b560fdad4977ac&fccid=4da8e0e2321cd197&vjs=3
565,Data Analyst,Telstra Billing Analyst & Telstra Help Desk / IT Support,Melbourne City Centre VIC,Appetency Recruitment Services,"$50,000 - $60,000 a year",None,30+ days ago,https://www.indeed.com/rc/clk?jk=0df2dd8274e7c490&fccid=9b1b0d5d0a964d32&vjs=3
566,Data Analyst,Pricing Analyst,Melbourne VIC,Michael Page,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=ce5dc5c5688c97c6&fccid=77087bd1709a8148&vjs=3
567,Data Analyst,Data Scientist - Expressions of Interest,Melbourne VIC,Australia Wide Personnel Group,None,None,9 days ago,https://www.indeed.com/rc/clk?jk=d025a57d92321a00&fccid=3a908277da64a94a&vjs=3
568,Data Analyst,Flight and Noise Analyst,Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=82e73048e54099e2&fccid=ad7d1489eb2ecef6&vjs=3
569,Data Analyst,Data Scientist/Data Engineer,Melbourne VIC,Talent International,None,None,20 days ago,https://www.indeed.com/rc/clk?jk=72e99afbd52618a2&fccid=ea1f64b071408cc5&vjs=3
570,Data Analyst,Data Scientist,Melbourne VIC,Peoplebank,None,None,17 days ago,https://www.indeed.com/rc/clk?jk=ade888506a8d3b83&fccid=c90e910978217fed&vjs=3
571,Data Analyst,Analyst,Melbourne VIC,Blue Hound Recruitment,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=9223d0538a65baf8&fccid=d4752ef5627ed63d&vjs=3
572,Data Analyst,Data Scientist,Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=ab4b2b9661953970&fccid=ad7d1489eb2ecef6&vjs=3
573,Data Analyst,CREDIT ANALYST,Melbourne VIC,Page Personnel,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=93d02008faa8ab8a&fccid=e5ea1ff710ce39ca&vjs=3
574,Data Analyst,Reporting Analyst/Developer,Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=0b918b2ad86dd9cb&fccid=ad7d1489eb2ecef6&vjs=3
575,Data Analyst,Senior Analyst,Melbourne VIC,"TRU Staffing Partners, Inc.",None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=2b1ec2ccddb8ef29&fccid=8cf2aefa31856d85&vjs=3
576,Data Analyst,Insight Manager - Campaign Analytics,Melbourne VIC,Michael Page,None,None,9 days ago,https://www.indeed.com/rc/clk?jk=ad019326098ff226&fccid=77087bd1709a8148&vjs=3
577,Data Analyst,Test Analyst (Peoplesoft Financial),Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=b4ac9625ac83259b&fccid=ad7d1489eb2ecef6&vjs=3
578,Data Analyst,Senior Financial Reporting Analyst,Melbourne VIC,Robert Walters,None,None,29 days ago,https://www.indeed.com/rc/clk?jk=760b4324d36316ad&fccid=f01c2f55ec3054bf&vjs=3
579,Data Analyst,"Senior Analyst / Consultant – Quality Engineer,(Test Data)",Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=746efdd6f0cfe7ee&fccid=ad7d1489eb2ecef6&vjs=3
580,Data Analyst,Asset Management,Melbourne VIC,Anton Murray Consulting,"$50,000 - $100,000 a year",None,30+ days ago,https://www.indeed.com/rc/clk?jk=08ad22d06f1162ba&fccid=f23308cafac7f4e6&vjs=3
581,Data Analyst,SAP HR/PY and SuccessFactors Tester,Melbourne VIC,Precision Sourcing,$600 - $800 a day,None,16 days ago,https://www.indeed.com/rc/clk?jk=a48d8e9c35f63e09&fccid=55726a78e88700f9&vjs=3
582,Data Analyst,Payments Technical Analysts | Multiple Opportunities!,Melbourne VIC,Peoplebank,None,None,6 days ago,https://www.indeed.com/rc/clk?jk=79ecc4491ae9afef&fccid=c90e910978217fed&vjs=3
583,Data Analyst,Microbiology Validation Specialist,Melbourne VIC,Michael Page,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=2289e312029478da&fccid=77087bd1709a8148&vjs=3
584,Data Analyst,Senior Finance Analyst,Melbourne VIC,Michael Page,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=8d4eafab3f496f1a&fccid=77087bd1709a8148&vjs=3
585,Data Analyst,Manager,Melbourne VIC,Anton Murray Consulting,"$100,000 - $150,000 a year",None,30+ days ago,https://www.indeed.com/rc/clk?jk=14cc4c8c7e582ee6&fccid=f23308cafac7f4e6&vjs=3
586,Data Analyst,Oracle Senior Analyst Programmer,Melbourne VIC,Talent International,None,None,28 days ago,https://www.indeed.com/rc/clk?jk=6c21e0e8e90fe268&fccid=ea1f64b071408cc5&vjs=3
587,Data Analyst,Backend developer,Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=dc33b22ec2f420bb&fccid=ad7d1489eb2ecef6&vjs=3
588,Data Analyst,Senior Data Scientist Lead - Australian Conglomerate - Busin...,Melbourne VIC,Michael Page,None,None,16 days ago,https://www.indeed.com/rc/clk?jk=fd0d0e7e7c9b1f94&fccid=77087bd1709a8148&vjs=3
589,Data Analyst,Senior Analyst Engineer (JAVA),Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=e5bb9145ecac788d&fccid=ad7d1489eb2ecef6&vjs=3
590,Data Analyst,Senior Analyst Engineer (JAVA),Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=6e24be6bcc53fdf3&fccid=ad7d1489eb2ecef6&vjs=3
591,Data Analyst,Senior Consultant Analytics,Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=36d70bb8fa389361&fccid=ad7d1489eb2ecef6&vjs=3
592,Data Analyst,eDiscovery Technical Manager (Law Firm),Melbourne VIC,"International Staffing Consultants, Inc.",None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=29afe97d309939f1&fccid=5057e10e59128212&vjs=3
593,Data Analyst,"Senior Quality Engineer, Test Data Management",Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=1d54dccf80587fc9&fccid=ad7d1489eb2ecef6&vjs=3
594,Data Analyst,"Test Automation Engineer, Service Virtualization (LISA)",Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=d2ec7e7873074a35&fccid=ad7d1489eb2ecef6&vjs=3
595,Data Analyst,Senior Consultant Technical Service Owner – IAM,Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=bff12d0017f0a137&fccid=ad7d1489eb2ecef6&vjs=3
596,Data Analyst,Senior Consultant Technical Service Owner – IAM,Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=f9a1d429a5d70e2a&fccid=ad7d1489eb2ecef6&vjs=3
597,Data Analyst,Test Analyst,Melbourne VIC,IGT Australia Pty Ltd,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=417f2306ac1eac5b&fccid=955eddb9108f2671&vjs=3
598,Data Analyst,Data Scientist - Expressions of Interest,Melbourne VIC,Australia Wide Engineering Recruitment,None,None,10 days ago,https://www.indeed.com/rc/clk?jk=49debc42aac0cbf1&fccid=23831839ce07ca3f&vjs=3
599,Data Analyst,Data Scientist,Melbourne VIC,Pro Search Partners Pty Ltd,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=43c86fe9bf5d9d35&fccid=69ef5c55d8a8805c&vjs=3
600,Data Analyst,ServiceNow / Clarity - Analyst Role,Melbourne VIC,Aurec Human Capital Group,None,None,16 days ago,https://www.indeed.com/rc/clk?jk=b951d41050ac867c&fccid=07536a6769894b49&vjs=3
601,Data Analyst,Cyber Security Analyst,Melbourne VIC,IT Alliance Australia,None,None,1 day ago,https://www.indeed.com/company/IT-Alliance-Australia/jobs/Cyber-Security-Analyst-a70408927d932fe5?fccid=15c48d9f36fa370b&vjs=3
602,Data Analyst,FIS Test Analyst,Melbourne VIC,Powerdata Group Consulting,None,None,14 days ago,https://www.indeed.com/rc/clk?jk=75cddc1ba28e3598&fccid=7f3c19acea2fc84b&vjs=3
603,Data Analyst,ServiceNow / Clarity - Analyst Role,Melbourne VIC,Aurec,None,None,16 days ago,https://www.indeed.com/rc/clk?jk=c3203876f77e7b01&fccid=73064d8533821f6b&vjs=3
604,Data Analyst,Data Scientist / Machine Learning (blockchain),Melbourne VIC,Crypto Recruit,"$100,000 - $150,000 a year",None,30+ days ago,https://www.indeed.com/rc/clk?jk=66f839e9ee1db390&fccid=875ac75dd66f4c49&vjs=3
605,Data Analyst,Credit Analyst,Melbourne VIC,FourQuarters,"$85,000 a year",None,30+ days ago,https://www.indeed.com/rc/clk?jk=74823cdbf1014213&fccid=3c9bc1385272ea26&vjs=3
606,Data Analyst,Sales Insights Analyst,Melbourne VIC,Goldman Garnier,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=1097c03a547dee2c&fccid=304ce01156458072&vjs=3
607,Data Analyst,Senior Quantitative Analyst / Developer,Melbourne VIC,Profusion Group,$900 a week,None,30+ days ago,https://www.indeed.com/rc/clk?jk=80459ce32d8c4b90&fccid=34aeee3382b744b8&vjs=3
608,Data Analyst,Mainframe Developer - Assembler,Melbourne VIC,Total Resource Solutions,$850 a week,None,2 days ago,https://www.indeed.com/rc/clk?jk=d4182770ed3d9438&fccid=d9bc0ffe6a809633&vjs=3
609,Data Analyst,Behavioural Services Directing Manager (BCBA) - Melbourne,Melbourne VIC,Early Autism Services,"$95,000 - $115,000 a year",None,30+ days ago,https://www.indeed.com/rc/clk?jk=4fe3fb321b779b5f&fccid=cfeebdf210042694&vjs=3
610,Data Analyst,Clinical Supervisors (BCBA's) - Melbourne,Melbourne VIC,Early Autism Services,"$70,000 - $90,000 a year",None,30+ days ago,https://www.indeed.com/rc/clk?jk=645ebfccdf529f01&fccid=cfeebdf210042694&vjs=3
611,Data Analyst,Performance Analyst - Buy Side Fund Manager (Successful virt...,Melbourne VIC,Profusion Group,None,None,20 days ago,https://www.indeed.com/rc/clk?jk=49b1c7d638eff11c&fccid=34aeee3382b744b8&vjs=3
612,Data Analyst,Cyber Analyst,Melbourne VIC,Zone IT Solutions,"$80,000 - $180,000 a year",None,30+ days ago,https://www.indeed.com/rc/clk?jk=c4e0c4ed3e633d48&fccid=2939b66dc7c2f128&vjs=3
613,QA Analyst,Quality Assurance Analyst,Melbourne City Centre VIC,Department of Premier & Cabinet,None,None,9 days ago,https://www.indeed.com/rc/clk?jk=de9ac279b17ad9be&fccid=586af099e53e2b0d&vjs=3
614,QA Analyst,Quality Assurance Analyst,Melbourne VIC,Victorian Government,None,None,9 days ago,https://www.indeed.com/rc/clk?jk=bb1f7b03a4ea526c&fccid=1818d10a60db56b4&vjs=3
615,QA Analyst,Analyst Programmer – Environments/Testing Services,Melbourne VIC,FIS Global,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=5bcee076fa9a1032&fccid=728c395148e5a2db&vjs=3
616,QA Analyst,Quality Assurance Specialist,Melbourne VIC,RB,None,None,17 days ago,https://www.indeed.com/rc/clk?jk=8ad69b1499bb0219&fccid=2187d710fd27cd06&vjs=3
617,QA Analyst,Quality Assurance Specialist APAC,Melbourne VIC,Cantel Medical,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=c3eef57c30926638&fccid=41474b249dc6bc1d&vjs=3
618,QA Analyst,Software Engineer in Test,Melbourne VIC,ANZ Banking Group,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=baed1a6e7c8687de&fccid=82e2c70af47d511b&vjs=3
619,QA Analyst,Senior Delivery Engineer- Appian,Melbourne VIC,Accenture,None,None,28 days ago,https://www.indeed.com/rc/clk?jk=01c0edf180df352e&fccid=a4e4e2eaf26690c9&vjs=3
620,QA Analyst,Quality Assurance Officer,Melbourne VIC,Michael Page,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=8c1765d9a198207e&fccid=77087bd1709a8148&vjs=3
621,QA Analyst,Quality Assurance Engineer,East Melbourne VIC,Ignite Specialist Recruitment Services,"$80,000 a year",None,13 days ago,https://www.indeed.com/rc/clk?jk=e1a2d217b51356f4&fccid=2e079494548db3d1&vjs=3
622,QA Analyst,Test Analyst - Microsoft Dynamics 365,Melbourne City Centre VIC,Peoplebank,None,None,16 days ago,https://www.indeed.com/rc/clk?jk=3a0fb2c9ef93db6e&fccid=c90e910978217fed&vjs=3
623,QA Analyst,Quality Assurance Associate- Medical,Melbourne VIC,Arrow Group Pty Ltd,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=e15c484e649be4c0&fccid=fe43ef9374e49b66&vjs=3
624,QA Analyst,Senior Analyst – Quality Engineer,Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=87cec25c94fe77a9&fccid=ad7d1489eb2ecef6&vjs=3
625,QA Analyst,Automation Test analyst – Senior,Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=0d8d1021ec72f4ba&fccid=ad7d1489eb2ecef6&vjs=3
626,QA Analyst,Senior Automation Test Analyst,Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=9cfc67f674e6618a&fccid=ad7d1489eb2ecef6&vjs=3
627,QA Analyst,Quality Assurance Manager,Melbourne VIC,Michael Page,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=a3474b740dd26069&fccid=77087bd1709a8148&vjs=3
628,QA Analyst,Senior Test Analyst / Lead (Pega),Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=25b63d0653a8f8dc&fccid=ad7d1489eb2ecef6&vjs=3
629,QA Analyst,Instrument Validation Specialist,Melbourne VIC,Bell People,None,None,9 days ago,https://www.indeed.com/rc/clk?jk=ad737a62a8bd1425&fccid=18d2f862c4b8d618&vjs=3
630,QA Analyst,Quality Assurance Manager - South East,Melbourne VIC,Durant Recruitment,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=5f2a95847d4f1e74&fccid=093dea80c8e1cfae&vjs=3
631,QA Analyst,Test Analyst,Melbourne VIC,Altitude Recruitment,$300 - $600 a day,None,30+ days ago,https://www.indeed.com/rc/clk?jk=da0612971f1a19a0&fccid=da5bb590e499792a&vjs=3
632,QA Analyst,Automation Digital Test Analyst,Melbourne VIC,Altitude Recruitment,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=6e76cd3e31d01088&fccid=da5bb590e499792a&vjs=3
633,QA Analyst,Automation Digital Test Analyst,Melbourne VIC,Altitude Recruitment,"$85,000 - $120,000 a year",None,30+ days ago,https://www.indeed.com/rc/clk?jk=31fb9ba96a829660&fccid=da5bb590e499792a&vjs=3
634,QA Analyst,Senior Test Analyst - Security,Melbourne VIC,Aurec Human Capital Group,None,None,18 days ago,https://www.indeed.com/rc/clk?jk=fc65fb1031a6daa6&fccid=07536a6769894b49&vjs=3
635,QA Analyst,Quality Assurance Associate,Melbourne VIC,On Q Recruitment,None,None,21 days ago,https://www.indeed.com/rc/clk?jk=9e8671aa3f4e8fc0&fccid=83275d317fda15fc&vjs=3
636,QA Analyst,Quality Assurance & Control Inspector,Melbourne VIC,Action Workforce,"$26,000 - $32,000 a year",None,14 days ago,https://www.indeed.com/rc/clk?jk=ebcd3684225d12d6&fccid=541e3735b1125e3a&vjs=3
637,QA Analyst,Senior Test Analyst - Security,Melbourne VIC,Aurec,None,None,18 days ago,https://www.indeed.com/rc/clk?jk=97ea18fa6a32f91a&fccid=73064d8533821f6b&vjs=3
638,QA Analyst,Instrument Validation Specialist,Melbourne VIC,Bell People Consultants,None,None,8 days ago,https://www.indeed.com/rc/clk?jk=ed93be53346c51e8&fccid=8d79e3d06387a624&vjs=3
639,Equity Analyst,Equity Analyst,Melbourne VIC,Jon Michel Executive Search,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=ab105480cb1d4b27&fccid=07c3cd1d99787c01&vjs=3
640,Equity Analyst,Market Settlements Analyst,Melbourne VIC,Ambition,"$75,000 - $95,000 a year",None,1 day ago,https://www.indeed.com/rc/clk?jk=ecaf744ffe575919&fccid=c9cd3dc1c74035d6&vjs=3
641,Equity Analyst,Investment Analyst,Melbourne VIC,Anton Murray Consulting,"$50,000 - $100,000 a year",None,30+ days ago,https://www.indeed.com/rc/clk?jk=227a7768b655841b&fccid=f23308cafac7f4e6&vjs=3
642,Equity Analyst,Quant Analyst - Buy Side Listed Equities,Melbourne VIC,Profusion Group,None,None,20 days ago,https://www.indeed.com/rc/clk?jk=dafbe64f5f29ac84&fccid=34aeee3382b744b8&vjs=3
643,IT Asset Analyst,IT Security Analyst,Melbourne VIC,Victorian Government,None,None,6 days ago,https://www.indeed.com/rc/clk?jk=d5ef2f2ce5eb019c&fccid=1818d10a60db56b4&vjs=3
644,IT Asset Analyst,Guidewire / Java Specialist,Melbourne City Centre VIC,Clicks IT Recruitment,None,None,7 days ago,https://www.indeed.com/rc/clk?jk=1b37da48785180ca&fccid=d9cf8c4e2b1ca9c9&vjs=3
645,IT Asset Analyst,Java (Guidewire) Developer,Melbourne VIC,Greythorn Specialist Technology Recruitment,None,None,6 days ago,https://www.indeed.com/rc/clk?jk=ea26f9eb52e517f7&fccid=e3775ab426a075cd&vjs=3
646,IT Asset Analyst,Java (Guidewire) Developer,Melbourne VIC,Greythorn,None,None,7 days ago,https://www.indeed.com/rc/clk?jk=d239f8d41c782dda&fccid=e3775ab426a075cd&vjs=3
647,IT Asset Analyst,Java,Melbourne VIC,Experis,None,None,7 days ago,https://www.indeed.com/rc/clk?jk=dabbedc9ecc48706&fccid=ca2b244e2a15ca5c&vjs=3
648,IT Asset Analyst,Java (Guidewire) Developer,Melbourne VIC,Greythorn,None,None,7 days ago,https://www.indeed.com/rc/clk?jk=fff930abb330c11e&fccid=e3775ab426a075cd&vjs=3
649,IT Business Analyst,Senior Analyst Engineer (Fullstack Backend Developer),Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=c8d07cf2e2f17b00&fccid=ad7d1489eb2ecef6&vjs=3
650,Junior Analyst,SNR ANALYST / JNR ASSOCIATE,Melbourne VIC,Batch Executive,None,None,22 days ago,https://www.indeed.com/rc/clk?jk=c93aa97ce4a86b4d&fccid=4b903957129c01a0&vjs=3
651,Junior Analyst,Field Engineer (Level 2),Melbourne VIC,Appetency Recruitment Services,"$60,000 - $70,000 a year",None,30+ days ago,https://www.indeed.com/rc/clk?jk=f7e9c92aea0c744e&fccid=9b1b0d5d0a964d32&vjs=3
652,Junior Analyst,Support Engineer,St Kilda Road VIC,Appetency Recruitment Services,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=4b513c5c458be24a&fccid=9b1b0d5d0a964d32&vjs=3
653,Junior Analyst,Senior Security Analyst,Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=5a52c90f738349b7&fccid=ad7d1489eb2ecef6&vjs=3
654,Junior Analyst,IT Security Administration Lead,Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=7bf369a3eaf568d1&fccid=ad7d1489eb2ecef6&vjs=3
